decimalLatitude,decimalLongitude,season
-32.452832,152.520817,Winter: June-August
-34.352837,150.934188,Spring: September-November
-31.9,115.6,Spring: September-November
-24.31189,151.964501,Winter: June-August
-28.636317,153.6378,Winter: June-August
-32.99787,151.729703,Winter: June-August
-25.071864,153.081844,Winter: June-August
-28.301195,153.571242,Winter: June-August
-30.272765,153.147622,Winter: June-August
-36.729874,149.996935,Winter: June-August
-26.696145,153.16662,Winter: June-August
-22.1,113.9,Winter: June-August
-34.9,118.5,Winter: June-August
-34.589204,150.896057,Spring: September-November
-16.933667,145.994346,Winter: June-August
-32,115.7,Spring: September-November
-27.881714,153.457381,Winter: June-August
-19.117084,146.995378,Winter: June-August
-34.097888,151.16185,Winter: June-August
-34.100739,151.157156,Winter: June-August
-34.9,118.6,Winter: June-August
-32,115.4,Autumn: March-May
-24.900307,153.030473,Spring: September-November
-31.360636,152.967879,Spring: September-November
-33.7,114.9,Spring: September-November
-35.362661,150.483856,Winter: June-August
-33.853415,151.32876,Winter: June-August
-16.441526,145.526215,Winter: June-August
-38.562189,145.339606,Winter: June-August
-30.2733,153.212929,Spring: September-November
-29.394474,153.375192,Spring: September-November
-27.018226,153.472691,Winter: June-August
-34.9,118.2,Winter: June-August
-34.050434,151.221371,Winter: June-August
-36.725558,149.991614,Spring: September-November
-14.2,125.4,Spring: September-November
-28.336117,153.577717,Winter: June-August
-27.445141,153.54889,Winter: June-August
-21.9,113.9,Winter: June-August
-38.62735,142.137115,Spring: September-November
-34.9,118.4,Winter: June-August
-20.6,118.8,Winter: June-August
-24.115237,152.718193,Winter: June-August
-35.994345,137.319163,Spring: September-November
-21.9,114,Winter: June-August
-28.3486,153.574883,Winter: June-August
-34.1398,151.123183,Winter: June-August
-36.901649,149.93547,Spring: September-November
-36.72867,149.995691,Winter: June-August
-35.151922,150.765441,Winter: June-August
-28.3617,153.583226,Autumn: March-May
-31.47505,152.95663,Winter: June-August
-16.738362,122.095056,Spring: September-November
-26.680401,153.133803,Winter: June-August
-35.779022,150.235428,Spring: September-November
-33.825668,151.303025,Winter: June-August
-22,114,Winter: June-August
-26.99141,153.483455,Winter: June-August
-33.99002,151.56755,Winter: June-August
-24.532025,152.648653,Winter: June-August
-28.606579,153.639743,Winter: June-August
-21.9,114,Winter: June-August
-28.633402,153.640125,Spring: September-November
-27.978845,153.579545,Winter: June-August
-34.9,118.6,Winter: June-August
-26.546599,153.102167,Spring: September-November
-41.298052,148.419949,Spring: September-November
-35,118.6,Winter: June-August
-27.038593,153.46605,Winter: June-August
-36.304663,150.14212,Winter: June-August
-34.140542,151.119506,Spring: September-November
-38.692888,143.811069,Winter: June-August
-34.9,118.6,Winter: June-August
-36.905268,149.938464,Spring: September-November
-28.636344,153.637886,Winter: June-August
-37.249703,150.022293,Spring: September-November
-18.997873,146.681911,Winter: June-August
-25.33773,153.218198,Winter: June-August
-33.6,115.1,Winter: June-August
-33.833161,151.397871,Winter: June-August
-25.106224,153.078811,Winter: June-August
-26.376094,153.104675,Winter: June-August
-37.270333,150.05199,Spring: September-November
-31.8,115.5,Spring: September-November
-27.435445,153.556348,Winter: June-August
-29.436897,153.365373,Spring: September-November
-33.6,115.1,Spring: September-November
-42.577218,148.063629,Summer: December-February
-28.33045,153.57165,Winter: June-August
-24.846054,153.079853,Spring: September-November
-33.762057,151.338017,Winter: June-August
-38.492644,144.874427,Autumn: March-May
-21.9,114.2,Winter: June-August
-28.824302,153.65524,Spring: September-November
-28.639123,153.643431,Spring: September-November
-33.790846,151.304988,Winter: June-August
-36.429313,150.083995,Spring: September-November
-20.478486,148.738764,Winter: June-August
-25.16243,152.991124,Spring: September-November
-34.175769,151.073372,Winter: June-August
-24.929785,153.200466,Winter: June-August
-25.015845,153.106528,Spring: September-November
-33.6,115,Winter: June-August
-31.760675,152.815526,Winter: June-August
-26.541581,153.096593,Winter: June-August
-31.9,115.6,Autumn: March-May
-35.1,117.4,Winter: June-August
-19.096057,147.094974,Winter: June-August
-27.141395,153.431832,Winter: June-August
-26.752487,153.547265,Winter: June-August
-33.6,115.1,Spring: September-November
-33.126871,151.656622,Spring: September-November
-37.260497,150.051607,Spring: September-November
-24.866197,153.15365,Spring: September-November
-42.212884,148.361843,Spring: September-November
-23.907328,152.392456,Spring: September-November
-18,122.1,Winter: June-August
-26.788755,153.689183,Winter: June-August
-23.1,113.7,Winter: June-August
-34.9,118.2,Winter: June-August
-28.639746,153.641396,Winter: June-August
-38.625647,143.907395,Spring: September-November
-30.30481,153.163644,Winter: June-August
-28.53659,153.715521,Winter: June-August
-33.39445,151.484453,Spring: September-November
-27.872004,153.493623,Winter: June-August
-33.740526,151.323078,Spring: September-November
-36.728842,149.992279,Winter: June-August
-38.496247,144.882374,Winter: June-August
-14.9,125.1,Spring: September-November
-37.800344,148.732854,Spring: September-November
-23.1,113.6,Spring: September-November
-16.676115,121.746988,Spring: September-November
-36.727054,149.993073,Winter: June-August
-26.651153,153.207795,Winter: June-August
-27.43654,153.548839,Winter: June-August
-39.131003,146.425063,Spring: September-November
-27.018524,153.482408,Winter: June-August
-28.317587,153.571578,Winter: June-August
-34.675447,150.866236,Spring: September-November
-32.943543,151.812322,Winter: June-August
-34.9,118.3,Winter: June-August
-32.935563,151.784498,Winter: June-August
-21.9,114.2,Winter: June-August
-26.751072,153.443512,Winter: June-August
-16.024286,145.851353,Winter: June-August
-35.059299,138.502179,Winter: June-August
-34.104309,151.157114,Winter: June-August
-21.9,114.1,Winter: June-August
-21.9,113.9,Spring: September-November
-27.001149,153.388672,Spring: September-November
-37.078547,150.050812,Spring: September-November
-30.285799,153.176898,Winter: June-August
-34.9,118.5,Winter: June-August
-30.298422,153.160582,Winter: June-August
-16,123.8,Spring: September-November
-15.9,124.3,Spring: September-November
-23.1,113.7,Winter: June-August
-26.985839,153.485289,Winter: June-August
-33.82524,151.304141,Winter: June-August
-35,118.1,Winter: June-August
-33.822615,151.300642,Winter: June-August
-21.9,114.2,Spring: September-November
-27.6,114.1,Spring: September-November
-30.885669,153.078283,Winter: June-August
-34.9,118.5,Winter: June-August
-30.31133,153.192079,Winter: June-August
-34.023165,151.231848,Winter: June-August
-34.9,118.5,Winter: June-August
-35,118.3,Winter: June-August
-24.112836,152.717079,Winter: June-August
-33.998879,151.256158,Winter: June-August
-27.433446,153.547381,Winter: June-August
-27.434375,153.546143,Winter: June-August
-33.098964,151.683529,Winter: June-August
-27.013364,153.478317,Winter: June-August
-24.84796,153.034194,Spring: September-November
-32.183829,152.592924,Spring: September-November
-35,118.5,Winter: June-August
-16.4,123.8,Spring: September-November
-22,114.1,Winter: June-August
-27.430929,153.541403,Winter: June-August
-25.247173,152.828099,Spring: September-November
-16.606094,145.974103,Winter: June-August
-22.3,113.8,Autumn: March-May
-28.325733,153.571583,Winter: June-August
-37.262512,150.052934,Winter: June-August
-42.908553,147.357356,Spring: September-November
-34.2,119.4,Winter: June-August
-36.725472,149.992772,Spring: September-November
-34.9,118.5,Winter: June-August
-29.372868,153.416481,Spring: September-November
-28.33482,153.594731,Winter: June-August
-33.441729,151.475719,Winter: June-August
-36.4155,150.089068,Spring: September-November
-36.727845,149.989983,Spring: September-November
-29.468588,153.369649,Spring: September-November
-34.141212,151.120343,Winter: June-August
-32.920592,151.815004,Winter: June-August
-24.121951,151.913352,Spring: September-November
-34.55276,150.931793,Spring: September-November
-27.064972,153.209514,Winter: June-August
-42.123351,148.3471,Spring: September-November
-27.012511,153.456572,Winter: June-August
-34.470416,150.919549,Spring: September-November
-21.9,113.8,Winter: June-August
-33.281012,151.584738,Winter: June-August
-30.32803,153.201265,Spring: September-November
-33.741436,151.322262,Spring: September-November
-33.898834,151.275899,Winter: June-August
-36.723494,149.993759,Spring: September-November
-10.415797,105.680627,Spring: September-November
-27.438867,153.547684,Winter: June-August
-34.097877,151.16189,Winter: June-August
-35,118.1,Winter: June-August
-30.312481,153.181564,Winter: June-August
-36.714498,150.000154,Winter: June-August
-24.884463,153.069605,Winter: June-August
-37.082571,150.02655,Spring: September-November
-36.728963,149.992708,Winter: June-August
-36.729702,149.998308,Winter: June-August
-27.325635,153.567441,Winter: June-August
-22,114,Winter: June-August
-33.063559,151.695035,Winter: June-August
-42.57505,148.079253,Spring: September-November
-36.722771,149.992923,Spring: September-November
-28.008178,153.489266,Winter: June-August
-26.653832,153.169651,Winter: June-August
-43.104508,147.994725,Spring: September-November
-35.134552,150.726398,Spring: September-November
-24.985332,153.141667,Spring: September-November
-35,117.4,Winter: June-August
-27.95547,153.53067,Winter: June-August
-34.018936,151.235359,Winter: June-August
-27.437906,153.551204,Winter: June-August
-27.035245,153.482116,Spring: September-November
-27.434692,153.548646,Winter: June-August
-34.9,118.6,Winter: June-August
-34.9,118.5,Winter: June-August
-23.1,113.7,Spring: September-November
-23.1,113.7,Winter: June-August
-33.6,115,Spring: September-November
-33.939432,151.269228,Winter: June-August
-43.238028,148.013842,Spring: September-November
-27.94021,153.440222,Spring: September-November
-21.9,113.8,Spring: September-November
-22,114.2,Winter: June-August
-28.00258,153.919057,Winter: June-August
-33.781086,151.323969,Spring: September-November
-23.1,113.7,Autumn: March-May
-28.320117,153.573,Winter: June-August
-35.366009,150.501246,Winter: June-August
-15.9,124.4,Spring: September-November
-27.821017,153.43299,Spring: September-November
-24.5,113.6,Winter: June-August
-16,123.9,Spring: September-November
-17.807449,121.992477,Winter: June-August
-23.1,113.8,Winter: June-August
-31.8,115.8,Spring: September-November
-28.510861,153.601651,Winter: June-August
-35,118.5,Winter: June-August
-28.827613,153.602162,Winter: June-August
-21.9,113.8,Spring: September-November
-34.005724,151.252727,Winter: June-August
-24.930543,153.201174,Winter: June-August
-27.416,153.286497,Spring: September-November
-34.9,118.5,Winter: June-August
-15.6,124.3,Winter: June-August
-35,118.1,Winter: June-August
-27.391027,153.551346,Winter: June-August
-41.298052,148.419949,Spring: September-November
-37.249703,150.022293,Spring: September-November
-27.440359,153.549109,Spring: September-November
-35.352459,150.483749,Spring: September-November
-28.202397,153.573005,Winter: June-August
-28.165296,153.565565,Spring: September-November
-30.30522,153.150448,Winter: June-August
-34.9,118.4,Winter: June-August
-34.677352,150.866391,Spring: September-November
-36.719762,149.977666,Spring: September-November
-35,117.8,Winter: June-August
-29.157103,153.49112,Winter: June-August
-33.488522,151.444062,Winter: June-August
-29.161863,114.102943,Winter: June-August
-26.711515,153.149256,Winter: June-August
-35.367942,150.49831,Winter: June-August
-25.923284,153.135529,Winter: June-August
-27.433024,153.547086,Winter: June-August
-33.6,115,Spring: September-November
-33.80434,151.335722,Winter: June-August
-33.890804,151.288424,Spring: September-November
-27.434662,153.547893,Winter: June-August
-32.790893,152.087784,Winter: June-August
-35.5375,138.682778,Winter: June-August
-34.016362,151.232486,Winter: June-August
-30.865463,153.077802,Spring: September-November
-20.29227,116.276785,Spring: September-November
-22,113.8,Spring: September-November
-16.112306,145.460428,Summer: December-February
-36.881259,149.955222,Spring: September-November
-34.530565,150.889101,Winter: June-August
-27.938281,153.534257,Winter: June-August
-22,114,Spring: September-November
-31.410638,152.930123,Spring: September-November
-31.641099,152.849426,Winter: June-August
-28.656291,153.624616,Winter: June-August
-34.016994,151.253747,Winter: June-August
-21.9,113.9,Winter: June-August
-33.756388,151.31095,Winter: June-August
-35,118.5,Winter: June-August
-28.808554,153.605879,Winter: June-August
-33.6,115,Spring: September-November
-35.633809,138.498779,Winter: June-August
-35.030686,150.746989,Spring: September-November
-26.375782,153.101974,Spring: September-November
-36.875138,150.002032,Winter: June-August
-34.9,118.6,Winter: June-August
-20.168189,148.829226,Winter: June-August
-30.312972,153.146844,Winter: June-August
-16.52317,145.984682,Winter: June-August
-31.47561,152.937468,Winter: June-August
-28.863888,153.607142,Winter: June-August
-33.286464,151.581938,Spring: September-November
-30.277481,153.148408,Spring: September-November
-35.152746,150.767797,Winter: June-August
-30.179016,153.202323,Spring: September-November
-33.776327,151.33424,Winter: June-August
-30.311274,153.166388,Winter: June-August
-27.844503,153.531525,Winter: June-August
-33.6,115,Spring: September-November
-28.830418,153.611814,Winter: June-August
-36.728,149.990283,Spring: September-November
-38.604475,145.172695,Winter: June-August
-34.037151,151.223188,Winter: June-August
-39.001851,146.274142,Winter: June-August
-33.28311,151.582589,Winter: June-August
-40.864067,148.440595,Spring: September-November
-34.100739,151.157156,Winter: June-August
-36.727191,149.992794,Spring: September-November
-34.040072,151.218916,Winter: June-August
-24.901343,153.136092,Spring: September-November
-28.336055,153.577753,Winter: June-August
-33.941397,151.26551,Winter: June-August
-36.724973,149.992257,Spring: September-November
-33.6,115.1,Spring: September-November
-31.84869,152.758155,Spring: September-November
-27.063714,153.21045,Spring: September-November
-26.541169,153.101144,Spring: September-November
-27.434896,153.546543,Spring: September-November
-36.727243,149.993116,Winter: June-August
-36.299342,150.142254,Winter: June-August
-33.994341,151.255004,Winter: June-August
-25.067969,153.113342,Winter: June-August
-24.707816,152.487789,Winter: June-August
-34.098453,151.163805,Winter: June-August
-16.222999,145.889623,Winter: June-August
-25.165902,153.290009,Winter: June-August
-27.436474,153.54679,Winter: June-August
-33.790846,151.304988,Winter: June-August
-30.13097,153.3434,Winter: June-August
-24.885444,153.069295,Winter: June-August
-26.910763,153.16026,Winter: June-August
-36.728103,149.992129,Autumn: March-May
-23.891667,152.402717,Spring: September-November
-27.6,114.2,Winter: June-August
-26.784149,153.153532,Winter: June-August
-24.862282,153.032825,Winter: June-August
-23.1,113.6,Winter: June-August
-32.931893,151.777113,Autumn: March-May
-28.830727,153.608797,Winter: June-August
-30.312422,153.199983,Winter: June-August
-15.594745,145.326102,Winter: June-August
-27.517707,153.314689,Spring: September-November
-16.901265,146.010526,Winter: June-August
-32.696385,152.259809,Winter: June-August
-25.088419,153.104828,Winter: June-August
-21.9,113.9,Spring: September-November
-37.063073,149.932146,Spring: September-November
-24.987213,153.353322,Spring: September-November
-21.9,113.8,Winter: June-August
-17.609908,122.086891,Winter: June-August
-28.588619,153.637924,Winter: June-August
-34.671301,150.865995,Winter: June-August
-28.196334,153.564785,Winter: June-August
-35,118.4,Winter: June-August
-29.824179,153.303785,Winter: June-August
-35.706475,150.240495,Spring: September-November
-28.336117,153.57775,Winter: June-August
-24.1,113.5,Spring: September-November
-37.099729,149.990449,Spring: September-November
-43.648819,145.960431,Autumn: March-May
-17.92833,122.116858,Spring: September-November
-37.25999,150.061326,Spring: September-November
-25.600118,153.096814,Winter: June-August
-27.9,114,Winter: June-August
-33.9857,151.210794,Winter: June-August
-33.800722,151.301218,Spring: September-November
-23.1,113.6,Spring: September-November
-37.808716,148.571062,Spring: September-November
-24.921833,153.175033,Spring: September-November
-23.1,113.8,Winter: June-August
-33.572703,151.327605,Spring: September-November
-32.345871,152.549397,Winter: June-August
-27.404336,153.543468,Winter: June-August
-25.8,113.1,Winter: June-August
-35,118.6,Winter: June-August
-34.097877,151.16189,Winter: June-August
-38.56043,145.274094,Winter: June-August
-28.329781,153.574387,Winter: June-August
-33.6,115.2,Spring: September-November
-25.076717,152.99948,Winter: June-August
-30.894111,153.083871,Spring: September-November
-28.002464,153.479688,Winter: June-August
-30.308432,153.162891,Winter: June-August
-28.197821,153.579031,Winter: June-August
-35.835221,150.236677,Winter: June-August
-27.435827,153.55681,Winter: June-August
-23.1,113.7,Winter: June-August
-37.261192,150.052226,Winter: June-August
-36.724646,149.993416,Spring: September-November
-39.134648,146.377128,Spring: September-November
-26.540013,153.138372,Winter: June-August
-27.059414,153.233796,Spring: September-November
-38.572697,145.357453,Winter: June-August
-27.436071,153.546544,Winter: June-August
-43.123896,148.012627,Spring: September-November
-34.020029,151.229239,Winter: June-August
-27.439007,153.550459,Winter: June-August
-38.63765,145.553423,Autumn: March-May
-27.006444,153.479645,Winter: June-August
-24.932603,153.207717,Winter: June-August
-34.099119,151.16201,Autumn: March-May
-38.529867,145.238175,Winter: June-August
-28.841617,153.605133,Spring: September-November
-30.312193,153.179354,Winter: June-August
-17.063797,122.077621,Winter: June-August
-34.016054,151.231168,Winter: June-August
-38.493307,144.8788,Winter: June-August
-34.012128,151.305251,Winter: June-August
-21.8,114.1,Winter: June-August
-34.097501,151.171837,Winter: June-August
-33.6,115.1,Spring: September-November
-37.072045,149.951523,Spring: September-November
-35.992484,137.319082,Autumn: March-May
-38.389963,141.331093,Spring: September-November
-23.1,113.7,Winter: June-August
-26.378534,153.102061,Spring: September-November
-31.959271,152.601619,Spring: September-November
-27.430982,153.554992,Winter: June-August
-27.9,114.5,Winter: June-August
-35.013576,150.812538,Spring: September-November
-16.606094,145.974103,Winter: June-August
-21.8,114.2,Spring: September-November
-17.153049,122.11058,Winter: June-August
-33.6,115.1,Winter: June-August
-35.71229,150.281079,Winter: June-August
-26.675941,153.151587,Spring: September-November
-34.024181,151.245717,Winter: June-August
-16.905465,145.968391,Winter: June-August
-15.5,124.5,Winter: June-August
-28.171139,153.601464,Winter: June-August
-24.932771,153.20037,Winter: June-August
-33.6,115.1,Spring: September-November
-24.532019,152.64865,Winter: June-August
-27.432388,153.547903,Winter: June-August
-32.99793,151.72979,Winter: June-August
-30.26305,153.207413,Winter: June-August
-38.459515,141.541845,Winter: June-August
-27.056956,153.223606,Spring: September-November
-38.560364,145.341085,Winter: June-August
-38.688273,145.611147,Winter: June-August
-20.224851,148.802632,Winter: June-August
-33.6,115.1,Spring: September-November
-36.83347,149.992218,Spring: September-November
-37.262715,150.046934,Autumn: March-May
-17.211916,146.03726,Summer: December-February
-26.999158,153.485197,Winter: June-August
-16.757457,122.165621,Spring: September-November
-33.6,115.1,Spring: September-November
-36.730321,149.995133,Spring: September-November
-31.433883,152.932556,Winter: June-August
-28,114.2,Winter: June-August
-36.731353,149.995819,Winter: June-August
-43.12056,148.039851,Winter: June-August
-33.6,115,Spring: September-November
-34.262706,136.296854,Winter: June-August
-19.844079,149.045913,Winter: June-August
-31.475797,152.937485,Winter: June-August
-38.907033,145.907793,Winter: June-August
-28.362496,153.579427,Spring: September-November
-33.289208,151.571774,Winter: June-August
-30.316382,153.209243,Winter: June-August
-25.1143,152.895928,Winter: June-August
-28.53659,153.704878,Winter: June-August
-43.151298,148.103251,Spring: September-November
-34.086727,151.174596,Winter: June-August
-33.80434,151.335722,Winter: June-August
-28.33528,153.590792,Autumn: March-May
-27.423716,153.539611,Winter: June-August
-30.305478,153.199333,Winter: June-August
-14.7,124.9,Winter: June-August
-16.606094,145.974103,Winter: June-August
-36.728155,149.992215,Winter: June-August
-35.153286,150.766856,Winter: June-August
-33.6,115.2,Spring: September-November
-42.985733,148.223333,Autumn: March-May
-16.858217,145.911072,Winter: June-August
-36.166097,150.133246,Spring: September-November
-28.639493,153.639201,Spring: September-November
-38.316035,141.609609,Winter: June-August
-34.097877,151.16189,Winter: June-August
-24.11946,152.716465,Spring: September-November
-27.975432,153.466527,Winter: June-August
-27.018226,153.472691,Winter: June-August
-25.065278,152.90989,Spring: September-November
-36.240686,150.20176,Spring: September-November
-28.54,153.61,Winter: June-August
-43.118574,148.006033,Spring: September-November
-34.260982,150.968871,Winter: June-August
-34.0308,151.6706,Spring: September-November
-23.485919,152.057233,Winter: June-August
-37.098853,149.958676,Spring: September-November
-32.720798,152.141436,Winter: June-August
-33.477648,115.271002,Spring: September-November
-27.053561,153.351001,Winter: June-August
-31.464488,152.947013,Autumn: March-May
-28.166761,153.555676,Spring: September-November
-30.267753,153.178288,Spring: September-November
-43.369401,147.3847,Spring: September-November
-35.01033,150.847795,Spring: September-November
-35.836823,150.244152,Winter: June-August
-33.757095,151.303523,Spring: September-November
-32.1706,152.548373,Winter: June-August
-35.366771,150.493807,Winter: June-August
-34.036341,151.224294,Winter: June-August
-36.393123,150.115162,Spring: September-November
-36.72655,149.990508,Spring: September-November
-31.4758,152.937458,Winter: June-August
-28.9,114,Autumn: March-May
-33.853415,151.32876,Winter: June-August
-24.871477,152.924218,Spring: September-November
-35.0009,150.830712,Spring: September-November
-28.4,113.7,Spring: September-November
-38.398988,144.226032,Spring: September-November
-27.525362,153.368076,Spring: September-November
-27.431057,153.529501,Winter: June-August
-31.475528,152.937253,Winter: June-August
-43.134395,147.99296,Spring: September-November
-36.416862,150.079803,Spring: September-November
-42.122815,148.342982,Spring: September-November
-34.12709,151.135626,Spring: September-November
-37.238979,150.036108,Spring: September-November
-37.798347,148.569655,Summer: December-February
-33.80434,151.335722,Winter: June-August
-28.336033,153.577717,Winter: June-August
-35.366644,150.491067,Winter: June-August
-32.1,115.5,Spring: September-November
-33.759393,151.424699,Winter: June-August
-27.430546,153.553094,Spring: September-November
-33.817592,151.397044,Winter: June-August
-30.28734,153.215266,Winter: June-August
-38.493121,144.882039,Winter: June-August
-29.832143,153.304791,Spring: September-November
-34.020029,151.229239,Winter: June-August
-27.426272,153.548802,Winter: June-August
-36.7264,149.994103,Spring: September-November
-35.367526,150.494928,Spring: September-November
-25.21818,153.313391,Winter: June-August
-35.994585,137.319358,Summer: December-February
-36.727759,149.99185,Winter: June-August
-25.085114,153.036064,Winter: June-August
-42.420904,148.051856,Summer: December-February
-20.289721,116.273592,Spring: September-November
-38.496059,144.883469,Winter: June-August
-33.80434,151.335722,Winter: June-August
-27.436234,153.546451,Winter: June-August
-36.058579,136.757756,Spring: September-November
-36.727811,149.992493,Winter: June-August
-27.169022,153.288181,Winter: June-August
-27.434456,153.54612,Spring: September-November
-30.279674,153.166619,Winter: June-August
-26.723712,153.181171,Winter: June-August
-23.433522,151.911886,Spring: September-November
-35.103994,150.789309,Winter: June-August
-32.1,115.6,Spring: September-November
-26.924735,153.44334,Winter: June-August
-36.72812,149.990498,Spring: September-November
-33.96711,151.265717,Winter: June-August
-35.095076,150.780421,Spring: September-November
-26.997402,153.494673,Winter: June-August
-27.910221,153.479658,Winter: June-August
-19.147974,146.946085,Winter: June-August
-35.836941,150.234646,Winter: June-August
-36.726314,149.993116,Spring: September-November
-27.958925,153.45137,Winter: June-August
-27.975432,153.466527,Winter: June-August
-25.258792,152.951893,Winter: June-August
-28.611349,153.629085,Winter: June-August
-20.916469,149.371081,Winter: June-August
-27.525537,153.358951,Spring: September-November
-32.1,115.5,Spring: September-November
-43.138755,147.990282,Spring: September-November
-25.335993,153.204513,Winter: June-August
-28,114,Winter: June-August
-30.311067,153.156512,Winter: June-August
-36.731938,149.997279,Spring: September-November
-31.1,115.3,Spring: September-November
-30.302308,153.170655,Winter: June-August
-34.148905,151.108995,Winter: June-August
-32.1,115.4,Spring: September-November
-41.88009,148.308888,Winter: June-August
-27.43732,153.546953,Winter: June-August
-33.970175,151.450848,Winter: June-August
-36.729496,149.995004,Spring: September-November
-27.436676,153.54749,Winter: June-August
-32.972433,151.740402,Winter: June-August
-34.6,115.2,Winter: June-August
-30.306769,153.160558,Winter: June-August
-43.364889,147.390301,Summer: December-February
-28.333291,153.588511,Winter: June-August
-32.792932,152.108947,Winter: June-August
-16.718094,145.691892,Winter: June-August
-30.876971,153.070879,Spring: September-November
-21.782488,113.768554,Winter: June-August
-26.99088,153.469497,Winter: June-August
-43.118842,148.005769,Spring: September-November
-27.952296,153.455238,Spring: September-November
-34.12488,151.137573,Winter: June-August
-38.528503,145.224953,Winter: June-August
-27.018226,153.472691,Winter: June-August
-30.300659,153.153553,Winter: June-August
-33.775024,151.4126,Spring: September-November
-26.651142,153.178599,Spring: September-November
-36.235809,150.188433,Spring: September-November
-26.670406,153.148944,Spring: September-November
-27.434438,153.546142,Autumn: March-May
-28.07215,153.447627,Winter: June-August
-33.941397,151.26551,Winter: June-August
-27.434848,153.546675,Winter: June-August
-29.396672,153.372074,Spring: September-November
-28.888021,153.619785,Spring: September-November
-25.047859,153.102361,Winter: June-August
-35.154795,150.767542,Winter: June-August
-36.854675,149.951391,Spring: September-November
-36.726727,149.99303,Spring: September-November
-33.941587,151.26552,Spring: September-November
-27.927918,153.48537,Winter: June-August
-28.534352,153.707448,Winter: June-August
-30.308965,153.160983,Winter: June-August
-29.157185,114.106555,Winter: June-August
-33.833493,151.292279,Winter: June-August
-27.010109,153.492931,Winter: June-August
-16.925214,146.014312,Winter: June-August
-30.312972,153.146844,Winter: June-August
-27.93554,153.438484,Winter: June-August
-25.067189,153.015961,Spring: September-November
-30.305342,153.150946,Spring: September-November
-26.727202,153.676877,Winter: June-August
-25.073094,153.059233,Winter: June-August
-43.12538,148.006495,Spring: September-November
-36.724474,149.993223,Spring: September-November
-24.929785,153.200466,Winter: June-August
-36.728017,149.992365,Winter: June-August
-24.149158,151.8866,Spring: September-November
-30.270983,153.134597,Winter: June-August
-27.010831,153.463897,Winter: June-August
-26.399744,153.09375,Spring: September-November
-36.724233,149.998652,Spring: September-November
-30.307346,153.161203,Spring: September-November
-38.433735,141.543522,Winter: June-August
-36.855578,149.94887,Spring: September-November
-28.332786,153.580193,Winter: June-August
-36.727965,149.992815,Winter: June-August
-32.792056,152.112919,Winter: June-August
-24.833233,153.155411,Winter: June-August
-36.727811,149.992708,Winter: June-August
-32.45284,152.535538,Winter: June-August
-34.666405,150.875729,Spring: September-November
-26.992408,153.488752,Winter: June-August
-25.152749,153.296181,Spring: September-November
-31.843845,152.753128,Winter: June-August
-38.496644,144.881127,Winter: June-August
-36.72867,149.992086,Autumn: March-May
-36.842797,149.938016,Winter: June-August
-25.006321,153.359515,Winter: June-August
-30.917863,153.074375,Spring: September-November
-36.727811,149.991185,Spring: September-November
-33.128171,151.649334,Spring: September-November
-28.199978,153.579455,Winter: June-August
-33.80434,151.335722,Winter: June-August
-36.43263,150.078621,Winter: June-August
-28.153287,153.56226,Winter: June-August
-27.43471,153.549795,Winter: June-August
-26.777458,153.656985,Winter: June-August
-35.818076,150.237897,Spring: September-November
-19.150283,146.875072,Winter: June-August
-27.978845,153.579545,Winter: June-August
-36.868018,149.951042,Winter: June-August
-35.097777,150.8008,Spring: September-November
-30.311273,153.159928,Winter: June-August
-25.254186,153.243978,Winter: June-August
-38.494065,144.88342,Winter: June-August
-36.728051,149.990798,Spring: September-November
-28.002464,153.479688,Winter: June-August
-33.442148,151.565019,Spring: September-November
-37.267191,150.031047,Spring: September-November
-27.433724,153.547715,Winter: June-August
-25.38828,153.02445,Spring: September-November
-38.093962,149.058807,Spring: September-November
-32.805249,152.091963,Winter: June-August
-36.728585,149.991871,Spring: September-November
-34.047847,151.214252,Winter: June-August
-33.946287,151.251822,Spring: September-November
-26.648073,153.141689,Spring: September-November
-34.075635,151.178682,Winter: June-August
-37.236324,150.04045,Spring: September-November
-24.930777,153.200391,Winter: June-August
-36.855499,149.948645,Spring: September-November
-36.727725,149.993566,Spring: September-November
-27.978845,153.579545,Winter: June-August
-43.018275,148.01885,Spring: September-November
-16.077899,145.479785,Winter: June-August
-26.992313,153.489473,Winter: June-August
-33.853491,151.3296,Winter: June-August
-33.998878,151.243458,Winter: June-August
-31.490842,152.966308,Winter: June-August
-33.835228,151.294927,Winter: June-August
-26.380575,153.136047,Winter: June-August
-37.598507,149.731529,Winter: June-August
-26.378622,153.118683,Spring: September-November
-27.052819,153.196367,Spring: September-November
-26.651065,153.17935,Spring: September-November
-27.951671,153.479434,Spring: September-November
-36.886065,149.950501,Spring: September-November
-32.790541,134.03625,Winter: June-August
-31.597687,152.857265,Spring: September-November
-36.728756,149.993116,Spring: September-November
-32.936359,151.78378,Winter: June-August
-27.180425,153.381824,Spring: September-November
-30.30251,153.157376,Winter: June-August
-32.441826,152.538239,Winter: June-August
-16.933667,145.994346,Winter: June-August
-37.078547,150.050812,Spring: September-November
-35.362961,150.493855,Spring: September-November
-41.298052,148.419949,Spring: September-November
-36.726022,149.99127,Spring: September-November
-41.792541,148.342345,Spring: September-November
-25.40277,153.199078,Winter: June-August
-30.311223,153.160119,Winter: June-August
-20.045603,149.049389,Winter: June-August
-28.164547,153.544831,Winter: June-August
